return_id,return_date,return_reason,return_quantity,refund_amount,orders_enrichedorder_id,productsproduct_id
RET-009408,2014-02-16,wrong_size,1,2078.05,144926,762
RET-009409,2014-02-08,changed_mind,1,710.08,144938,2234
RET-009410,2014-02-15,defective,3,2169.14,144938,2235
RET-009412,2014-02-15,defective,1,9576.91,144945,635
RET-009413,2014-02-14,defective,3,32583.82,144985,826
RET-009414,2014-02-12,wrong_size,4,7988.6,145043,1981
RET-009418,2014-02-06,changed_mind,4,2619.28,145127,1975
RET-009419,2014-02-19,not_as_described,5,47324.56,145151,2295
RET-009420,2014-02-16,wrong_size,5,23264.46,145190,1181
RET-009424,2014-02-26,defective,3,11096.31,145308,2214
RET-009425,2014-02-24,wrong_size,4,38307.07,145321,647
RET-009426,2014-02-08,changed_mind,2,7534.72,145324,2082
RET-009427,2014-02-26,not_as_described,4,3976.05,145343,1085
RET-009429,2014-02-24,wrong_size,1,4145.79,145425,689
RET-009430,2014-02-23,defective,1,629.19,145432,2254
RET-009431,2014-02-18,not_as_described,1,1075.82,145437,2396
RET-009432,2014-02-24,changed_mind,1,1030.46,145439,2396
RET-009433,2014-02-16,changed_mind,1,8569.5,145441,600
RET-009434,2014-02-12,not_as_described,1,1443.3,145448,1005
RET-009435,2014-02-15,not_as_described,7,30526.21,145453,733
RET-009437,2014-02-25,defective,2,1895.45,145501,793
RET-009438,2014-02-11,wrong_size,2,1491.43,145513,791
RET-009440,2014-02-22,wrong_size,4,14228.07,145525,1117
RET-009441,2014-02-18,wrong_size,1,10368.43,145527,418
RET-009442,2014-02-19,defective,1,5826.03,145546,977
RET-009443,2014-02-28,changed_mind,1,940.13,145551,793
RET-009444,2014-02-13,wrong_size,3,3637.14,145556,726
RET-009445,2014-02-20,wrong_size,1,1193.52,145594,782
RET-009446,2014-02-13,changed_mind,5,8454.74,145681,2219
RET-009447,2014-02-25,not_as_described,3,10749.0,145681,2262
RET-009448,2014-02-13,changed_mind,2,7676.48,145681,2263
RET-009449,2014-02-17,wrong_size,1,778.86,145685,791
RET-009450,2014-02-08,changed_mind,1,780.34,145685,792
RET-009451,2014-02-18,changed_mind,1,983.42,145714,794
RET-009452,2014-02-13,changed_mind,1,1177.03,145714,2396
RET-009453,2014-02-09,not_as_described,3,10399.22,145739,2388
RET-009455,2014-02-14,wrong_size,2,7322.31,145795,2071
RET-009457,2014-02-07,late_delivery,1,750.48,145800,791
RET-009458,2014-02-18,defective,2,1503.46,145808,757
RET-009459,2014-02-18,changed_mind,1,3518.19,145815,763
RET-009460,2014-02-17,late_delivery,1,4029.69,145824,993
RET-009462,2014-02-16,late_delivery,2,9080.39,145847,2099
RET-009463,2014-02-08,changed_mind,1,5030.33,145974,966
RET-009464,2014-02-08,wrong_size,3,15293.95,146030,2049
RET-009465,2014-02-12,changed_mind,2,3396.15,146066,715
RET-009466,2014-02-09,defective,3,17842.48,146072,2153
RET-009467,2014-02-08,changed_mind,1,6882.12,146078,967
RET-009471,2014-02-15,wrong_size,1,9799.1,146139,676
RET-009472,2014-02-13,late_delivery,2,3461.39,146153,759
RET-009473,2014-02-28,changed_mind,2,20376.0,146215,491
RET-009474,2014-02-26,not_as_described,1,4347.26,146217,2275
RET-009475,2014-02-20,not_as_described,1,2420.18,146257,1109
RET-009476,2014-02-15,changed_mind,3,9953.4,146267,764
RET-009477,2014-02-28,defective,3,5011.16,146284,2218
RET-009478,2014-02-16,late_delivery,2,3212.04,146284,2219
RET-009479,2014-02-21,not_as_described,1,4405.78,146294,1144
RET-009480,2014-02-21,late_delivery,1,1561.45,146295,1061
RET-009481,2014-02-20,defective,3,4844.24,146295,1062
RET-009483,2014-02-21,defective,7,13809.16,146300,1391
RET-009485,2014-02-22,wrong_size,6,58290.23,146364,76
RET-009486,2014-02-13,defective,4,49584.29,146365,475
RET-009487,2014-02-12,wrong_size,6,22382.22,146367,689
RET-009488,2014-02-17,late_delivery,1,4098.57,146375,631
RET-009490,2014-02-24,defective,1,3206.49,146410,795
RET-009491,2014-02-25,defective,3,9252.45,146410,796
RET-009492,2014-02-19,not_as_described,5,4637.19,146421,2212
RET-009495,2014-02-17,wrong_size,3,23378.0,146441,681
RET-009496,2014-02-19,wrong_size,6,9751.36,146444,2219
RET-009498,2014-02-16,defective,1,4780.65,146465,631
RET-009499,2014-02-25,defective,7,74688.84,146478,551
RET-009501,2014-02-17,changed_mind,2,10208.23,146525,2343
RET-009502,2014-02-23,wrong_size,2,12171.82,146537,2371
RET-009503,2014-02-12,defective,1,9100.08,146538,600
RET-009504,2014-02-27,defective,5,55251.54,146576,499
RET-009505,2014-02-18,wrong_size,1,5421.36,146600,927
RET-009506,2014-02-27,not_as_described,7,37539.57,146637,927
RET-009507,2014-03-07,changed_mind,1,1413.23,146659,2251
RET-009510,2014-02-25,defective,1,7510.17,146733,1775
RET-009511,2014-02-13,wrong_size,6,39760.73,146752,2055
RET-009512,2014-03-03,wrong_size,4,13770.72,146782,964
RET-009514,2014-02-27,not_as_described,4,20304.89,146797,927
RET-009515,2014-02-23,changed_mind,1,3393.57,146816,1087
RET-009516,2014-02-28,defective,1,3486.98,146816,1088
RET-009517,2014-02-27,changed_mind,1,1884.42,146818,1091
RET-009518,2014-02-13,changed_mind,1,1795.11,146818,1092
RET-009521,2014-02-19,wrong_size,3,11899.48,146852,734
RET-009524,2014-02-23,changed_mind,3,20913.71,146875,967
RET-009525,2014-02-15,wrong_size,1,3741.35,146877,964
RET-009526,2014-03-06,wrong_size,6,23347.44,146887,763
RET-009527,2014-03-05,wrong_size,3,31980.55,146897,500
RET-009528,2014-03-02,wrong_size,2,18895.65,146899,500
RET-009529,2014-02-11,wrong_size,2,1451.01,146911,792
RET-009530,2014-03-07,late_delivery,3,4753.22,146918,760
RET-009531,2014-02-16,wrong_size,6,38771.68,147001,2373
RET-009532,2014-03-03,defective,2,7142.65,147024,2284
RET-009533,2014-02-27,not_as_described,8,54110.88,147024,2373
RET-009534,2014-03-05,wrong_size,2,17842.3,147031,676
RET-009535,2014-02-17,changed_mind,3,28147.51,147033,396
RET-009537,2014-02-19,defective,8,32492.53,147043,689
RET-009538,2014-03-03,not_as_described,3,18935.01,147050,518
RET-009539,2014-03-01,changed_mind,2,5453.57,147061,1576
RET-009540,2014-02-22,defective,2,10715.54,147069,2045
RET-009541,2014-02-19,not_as_described,3,29960.31,147078,647
RET-009542,2014-02-26,changed_mind,3,14544.22,147079,2359
RET-009544,2014-03-04,not_as_described,1,11018.03,147125,467
RET-009545,2014-02-25,wrong_size,1,3930.23,147179,2334
RET-009546,2014-03-02,changed_mind,4,17399.71,147182,2275
RET-009548,2014-03-04,late_delivery,4,2819.56,147220,791
RET-009549,2014-02-21,changed_mind,1,10421.97,147234,551
RET-009550,2014-02-24,not_as_described,8,10136.0,147250,781
RET-009551,2014-02-24,wrong_size,2,15495.47,147282,675
RET-009552,2014-03-06,defective,1,9535.3,147302,432
RET-009553,2014-03-02,defective,3,2254.28,147330,792
RET-009554,2014-03-03,late_delivery,2,7150.53,147348,2380
RET-009555,2014-03-10,wrong_size,1,10023.32,147354,499
RET-009556,2014-03-08,changed_mind,4,15241.3,147368,2269
RET-009557,2014-03-04,wrong_size,7,5607.15,147377,792
RET-009559,2014-03-04,wrong_size,7,47864.23,147410,559
RET-009560,2014-03-01,changed_mind,2,7178.0,147451,2334
RET-009561,2014-02-21,defective,5,29701.18,147460,2070
RET-009562,2014-02-25,defective,3,11870.85,147531,763
RET-009563,2014-03-02,defective,2,7352.96,147531,764
RET-009566,2014-02-27,not_as_described,8,31179.73,147558,733
RET-009567,2014-02-22,not_as_described,7,27156.26,147558,734
RET-009568,2014-03-01,late_delivery,2,11224.1,147572,2332
RET-009569,2014-02-27,wrong_size,2,5938.49,147580,796
RET-009570,2014-02-22,not_as_described,2,19466.62,147619,493
RET-009573,2014-03-01,changed_mind,2,2905.53,147677,2394
RET-009574,2014-03-07,changed_mind,6,4494.84,147730,791
RET-009575,2014-02-23,changed_mind,5,3495.84,147730,792
RET-009579,2014-02-25,late_delivery,1,1711.81,147846,2218
RET-009580,2014-03-11,late_delivery,1,1515.76,147846,2219
RET-009581,2014-02-24,not_as_described,3,11232.95,147903,964
RET-009583,2014-03-08,wrong_size,6,6318.96,147961,768
RET-009584,2014-03-13,wrong_size,3,29586.48,148006,422
RET-009585,2014-02-20,not_as_described,1,4426.9,148011,1001
RET-009587,2014-03-02,wrong_size,3,28519.22,148038,609
RET-009588,2014-03-09,defective,2,8061.76,148051,733
RET-009589,2014-02-23,wrong_size,3,11294.49,148059,733
RET-009590,2014-02-23,wrong_size,5,48087.78,148066,445
RET-009591,2014-03-01,wrong_size,1,9610.93,148090,580
RET-009596,2014-03-09,defective,1,1399.25,148199,777
RET-009597,2014-03-11,wrong_size,4,5155.71,148199,778
RET-009598,2014-02-22,not_as_described,2,19038.76,148200,422
RET-009599,2014-03-12,defective,2,7557.68,148235,733
RET-009600,2014-03-01,late_delivery,1,4351.32,148238,733
RET-009601,2014-03-06,changed_mind,4,17301.61,148238,734
RET-009603,2014-03-05,wrong_size,1,730.03,148246,792
RET-009604,2014-03-04,wrong_size,5,21284.87,148250,734
RET-009606,2014-03-06,changed_mind,4,17104.88,148287,2352
RET-009607,2014-03-05,not_as_described,1,10735.95,148317,475
RET-009608,2014-03-04,wrong_size,2,19342.03,148353,510
RET-009609,2014-02-26,defective,6,60561.07,148370,646
RET-009611,2014-03-19,wrong_size,1,1951.63,148405,1860
RET-009612,2014-03-10,wrong_size,5,41539.25,148409,1231
RET-009617,2014-02-28,wrong_size,1,10335.36,148453,635
RET-009618,2014-02-28,wrong_size,1,683.22,148479,1975
RET-009619,2014-03-22,changed_mind,1,678.52,148508,791
RET-009620,2014-03-05,defective,4,14587.25,148514,1430
RET-009621,2014-02-23,wrong_size,2,7951.75,148530,2071
RET-009623,2014-03-16,wrong_size,6,44599.44,148554,2331
RET-009624,2014-03-15,wrong_size,2,7802.51,148585,2352
RET-009625,2014-03-07,not_as_described,3,11981.85,148623,1361
RET-009626,2014-03-15,changed_mind,1,4457.78,148623,1362
RET-009627,2014-03-07,changed_mind,1,688.43,148660,792
RET-009628,2014-03-01,changed_mind,1,797.44,148707,791
RET-009629,2014-03-15,wrong_size,2,2012.51,148707,794
RET-009630,2014-03-05,not_as_described,4,2920.3,148708,792
RET-009631,2014-03-16,defective,1,910.27,148708,793
RET-009632,2014-03-10,not_as_described,4,27092.69,148710,2331
RET-009633,2014-02-25,defective,1,927.44,148722,2240
RET-009635,2014-03-12,changed_mind,8,32983.93,148759,2071
RET-009636,2014-02-26,wrong_size,4,7978.63,148760,981
RET-009637,2014-03-02,wrong_size,2,18242.73,148778,622
RET-009638,2014-03-03,defective,1,923.86,148796,1964
RET-009639,2014-03-20,defective,6,5696.8,148796,1965
RET-009642,2014-03-09,changed_mind,4,8686.2,148831,761
RET-009643,2014-03-12,wrong_size,1,1941.34,148831,762
RET-009644,2014-03-05,wrong_size,1,12565.33,148951,488
RET-009645,2014-03-13,defective,1,1157.77,148953,2396
RET-009648,2014-03-08,late_delivery,5,18248.27,148963,2053
RET-009649,2014-03-14,wrong_size,4,6847.64,148998,760
RET-009650,2014-03-16,not_as_described,1,7239.97,149024,2055
RET-009651,2014-03-16,changed_mind,4,13713.43,149045,1982
RET-009652,2014-03-05,late_delivery,3,12912.23,149047,734
RET-009653,2014-02-28,wrong_size,6,58959.01,149057,445
RET-009654,2014-03-04,wrong_size,1,1032.11,149071,1926
RET-009655,2014-03-17,defective,4,4155.29,149071,1927
RET-009658,2014-03-08,wrong_size,8,4953.52,149141,2254
RET-009659,2014-03-01,wrong_size,5,3502.38,149141,2255
RET-009660,2014-03-07,wrong_size,2,3598.09,149144,760
RET-009661,2014-03-04,changed_mind,1,771.93,149159,791
RET-009664,2014-03-13,wrong_size,1,3477.91,149246,1936
RET-009667,2014-03-19,changed_mind,7,28370.21,149283,1440
RET-009668,2014-03-04,wrong_size,8,28075.21,149286,2005
RET-009669,2014-03-04,changed_mind,1,2259.55,149292,2192
RET-009670,2014-03-10,defective,4,16868.21,149305,2354
RET-009671,2014-03-09,not_as_described,2,18078.71,149335,644
RET-009672,2014-03-02,wrong_size,3,10325.89,149338,702
RET-009673,2014-03-18,not_as_described,3,20948.3,149367,675
RET-009675,2014-03-08,changed_mind,1,10340.47,149371,644
RET-009676,2014-03-17,defective,7,74591.89,149373,635
RET-009678,2014-03-22,wrong_size,1,3315.67,149442,797
RET-009679,2014-03-14,changed_mind,2,9672.95,149454,2353
RET-009680,2014-03-07,not_as_described,1,6118.78,149460,604
RET-009682,2014-03-06,changed_mind,6,18249.79,149477,1116
RET-009683,2014-03-18,changed_mind,4,25534.44,149503,2054
RET-009686,2014-03-17,not_as_described,1,2602.28,149580,2192
RET-009687,2014-03-03,wrong_size,1,7570.54,149629,967
RET-009688,2014-03-17,wrong_size,2,8029.66,149632,2214
RET-009689,2014-03-14,defective,5,21132.84,149632,2215
RET-009690,2014-02-28,defective,2,8310.44,149651,2214
RET-009691,2014-03-09,not_as_described,3,19841.17,149658,2054
RET-009692,2014-03-07,defective,2,3284.92,149662,1963
RET-009693,2014-03-01,wrong_size,1,684.71,149674,791
RET-009695,2014-03-21,late_delivery,6,59618.3,149718,491
RET-009696,2014-03-05,wrong_size,2,8518.74,149806,993
RET-009697,2014-03-13,wrong_size,2,2193.56,149820,781
RET-009699,2014-03-15,defective,4,8820.63,149832,1909
RET-009700,2014-03-13,late_delivery,4,3633.07,149835,794
RET-009701,2014-03-04,late_delivery,8,33250.37,149840,2012
RET-009702,2014-03-08,late_delivery,1,5814.63,149845,966
RET-009703,2014-03-22,changed_mind,2,8165.23,149846,689
RET-009704,2014-03-21,changed_mind,8,61644.98,149857,1139
RET-009705,2014-03-18,wrong_size,1,3604.94,149868,964
RET-009706,2014-03-17,changed_mind,4,39530.45,149891,396
RET-009708,2014-03-09,changed_mind,1,9589.67,149921,641
RET-009709,2014-03-11,not_as_described,2,11012.97,149925,2332
RET-009710,2014-03-05,defective,1,10878.95,149927,396
RET-009711,2014-03-13,wrong_size,1,3531.09,149931,779
RET-009713,2014-03-26,wrong_size,1,15320.86,149982,623
RET-009716,2014-03-28,wrong_size,4,14793.19,150088,964
RET-009717,2014-03-23,defective,5,40357.52,150107,542
RET-009719,2014-03-07,changed_mind,5,35047.21,150163,2331
RET-009721,2014-03-09,defective,1,791.36,150203,791
RET-009722,2014-03-12,defective,4,3256.46,150203,792
RET-009723,2014-03-13,wrong_size,1,9738.84,150208,491
RET-009724,2014-03-13,changed_mind,2,12615.62,150215,1226
RET-009725,2014-03-09,changed_mind,2,10111.39,150251,2094
RET-009726,2014-03-26,wrong_size,1,8043.83,150252,600
RET-009727,2014-03-19,wrong_size,2,23320.78,150258,475
RET-009728,2014-03-16,defective,2,4001.26,150265,1182
RET-009729,2014-03-13,changed_mind,1,5457.79,150279,604
RET-009730,2014-03-07,defective,8,73442.25,150334,635
RET-009731,2014-03-08,defective,2,10492.31,150360,1915
RET-009732,2014-03-11,wrong_size,3,12109.79,150423,2071
RET-009740,2014-03-11,defective,2,10165.84,150582,572
RET-009741,2014-03-17,late_delivery,3,20614.8,150609,954
RET-009742,2014-03-14,changed_mind,1,8019.92,150794,967
RET-009747,2014-03-17,not_as_described,2,6728.73,150840,702
RET-009748,2014-03-19,wrong_size,3,8239.21,150875,753
RET-009749,2014-03-10,wrong_size,1,6031.65,150894,1781
RET-009750,2014-03-19,defective,4,39809.44,150901,551
RET-009751,2014-03-17,not_as_described,1,9914.87,150940,510
RET-009753,2014-03-17,wrong_size,2,7475.22,151018,1203
RET-009754,2014-03-19,defective,2,8668.72,151059,733
RET-009755,2014-03-20,wrong_size,2,7699.95,151059,734
RET-009756,2014-03-06,changed_mind,2,7531.92,151079,779
RET-009757,2014-03-16,not_as_described,1,3710.93,151079,780
RET-009759,2014-03-27,not_as_described,3,10973.5,151145,1991
RET-009760,2014-03-19,not_as_described,3,15987.58,151216,927
RET-009761,2014-03-21,late_delivery,2,6562.4,151226,1991
RET-009762,2014-03-12,defective,7,42063.31,151245,163
RET-009766,2014-03-16,not_as_described,2,20742.26,151256,551
RET-009767,2014-03-25,wrong_size,2,12003.92,151259,2070
RET-009770,2014-03-10,defective,3,5067.48,151290,1940
RET-009771,2014-03-23,changed_mind,1,1863.48,151290,1941
RET-009772,2014-03-22,wrong_size,2,12451.17,151295,2055
RET-009773,2014-03-10,wrong_size,1,5335.89,151303,2045
RET-009774,2014-03-14,wrong_size,2,20786.16,151316,635
RET-009775,2014-03-13,defective,3,17135.45,151326,927
RET-009776,2014-03-23,wrong_size,4,6402.08,151328,1962
RET-009777,2014-03-19,late_delivery,4,50318.24,151338,826
RET-009778,2014-03-27,not_as_described,1,9180.41,151341,622
RET-009779,2014-03-16,wrong_size,7,44338.9,151345,2055
RET-009780,2014-03-29,not_as_described,5,2995.38,151367,1974
RET-009781,2014-03-26,late_delivery,4,2398.28,151367,1975
RET-009784,2014-03-13,changed_mind,2,7035.25,151392,1916
RET-009786,2014-03-16,wrong_size,3,3213.75,151421,767
RET-009787,2014-03-19,not_as_described,5,5060.36,151421,768
RET-009789,2014-03-23,defective,5,24750.57,151460,989
RET-009790,2014-03-12,not_as_described,2,20113.86,151478,684
RET-009791,2014-03-10,not_as_described,2,20975.23,151506,396
RET-009792,2014-03-14,wrong_size,4,34220.2,151548,596
RET-009793,2014-03-25,defective,1,7083.11,151558,905
RET-009795,2014-03-11,not_as_described,1,5628.12,151617,2070
RET-009796,2014-03-16,wrong_size,4,11835.48,151629,1920
RET-009797,2014-03-30,not_as_described,3,3094.27,151653,1926
RET-009798,2014-03-25,wrong_size,3,3233.22,151653,1927
RET-009799,2014-03-27,changed_mind,1,5363.15,151656,927
RET-009800,2014-03-08,wrong_size,5,54762.34,151701,92
RET-009803,2014-03-21,wrong_size,3,13166.6,151733,1413
RET-009804,2014-03-27,changed_mind,3,12881.63,151733,1414
RET-009806,2014-03-16,defective,2,1208.5,151753,1093
RET-009807,2014-03-23,wrong_size,3,2082.21,151753,1094
RET-009811,2014-03-13,defective,3,11475.4,151803,1584
RET-009813,2014-03-18,wrong_size,1,1900.48,151816,2280
RET-009815,2014-03-14,changed_mind,4,22975.26,151826,604
RET-009816,2014-03-17,wrong_size,5,17823.07,151864,2016
RET-009817,2014-03-30,defective,2,7244.17,151865,2016
RET-009818,2014-03-17,wrong_size,1,5245.88,151888,572
RET-009819,2014-03-19,defective,1,9706.34,151901,443
RET-009821,2014-03-21,changed_mind,2,10869.73,151904,604
RET-009822,2014-03-23,changed_mind,1,3621.84,151950,2388
RET-009826,2014-03-29,not_as_described,8,32720.36,151989,2275
RET-009827,2014-03-29,late_delivery,1,6753.33,151996,2331
RET-009828,2014-03-19,wrong_size,3,2069.88,152054,1975
RET-009829,2014-03-23,wrong_size,8,5026.87,152055,1974
RET-009830,2014-03-31,not_as_described,7,64644.91,152060,396
RET-009831,2014-03-30,wrong_size,3,11750.97,152071,2214
RET-009832,2014-03-25,wrong_size,3,12679.03,152071,2215
RET-009835,2014-03-23,wrong_size,2,9439.21,152077,2353
RET-009836,2014-03-18,defective,1,10180.18,152104,551
RET-009837,2014-04-04,defective,1,7145.24,152109,2331
RET-009838,2014-03-29,late_delivery,1,5572.52,152119,604
RET-009840,2014-03-17,wrong_size,2,11167.59,152150,2332
RET-009841,2014-04-06,wrong_size,1,7813.72,152168,1139
RET-009842,2014-03-18,wrong_size,1,3794.44,152204,763
RET-009843,2014-03-18,wrong_size,2,6921.99,152204,764
RET-009844,2014-03-12,wrong_size,1,1356.13,152308,777
RET-009845,2014-03-22,defective,8,52346.22,152331,2054
RET-009846,2014-03-15,late_delivery,1,3925.22,152339,779
RET-009847,2014-03-25,defective,5,15110.98,152340,1990
RET-009850,2014-03-24,wrong_size,3,34158.31,152422,418
RET-009851,2014-03-20,not_as_described,6,23874.18,152497,2334
RET-009854,2014-03-25,wrong_size,4,41629.12,152532,647
RET-009855,2014-03-31,changed_mind,5,49912.37,152555,491
RET-009859,2014-03-24,changed_mind,6,20878.31,152629,2388
RET-009860,2014-03-23,defective,6,66684.74,152636,551
RET-009863,2014-03-24,late_delivery,2,12886.63,152648,2331
RET-009864,2014-03-18,wrong_size,4,13366.04,152663,964
RET-009865,2014-03-15,wrong_size,4,6273.51,152695,1963
RET-009867,2014-03-29,changed_mind,2,1340.2,152732,2254
RET-009868,2014-03-11,defective,4,2540.29,152732,2255
RET-009869,2014-03-28,wrong_size,3,3173.83,152741,1964
